date,Order_Time,Product_Name,Category,Quantity_Sold1,Price per Unit,Total_Sales_Amount,Region,Country,Customer Type,Discount_Applied,Profit_Loss,Payment Method,Sales_Channel
07-02-2024,20:34:00,Bread,Bakery,50,21.07,1053.5,North,USA,Wholesaler,15.05,345.5,Credit Card,Offline
07-02-2024,08:09:00,Butter,Dairy,72,44.19,3181.68,South,India,Online,14.07,1184.4,PayPal,Online
30-03-2024,14:11:00,Yogurt,Dairy,43,29.46,1266.78,East,UK,Retailer,23.32,188.77,Debit Card,Wholesale
08-02-2024,16:26:00,Butter,Dairy,3,56.2,168.6,South,Canada,Retailer,13.67,46.53,Cash,Wholesale
08-02-2024,21:56:00,Popcorn,Snacks,79,47.64,3763.56,North,Canada,Wholesaler,5.36,842.93,Credit Card,Wholesale
08-02-2024,06:20:00,Coffee,Beverages,4,44.45,177.8,North,India,Online,2.96,56.2,Credit Card,Retail Store
08-02-2024,08:19:00,Soft Drink,Beverages,98,141.26,13843.48,East,India,Online,15.29,5133.24,PayPal,Wholesale
08-02-2024,21:28:00,Milk,Dairy,91,45.72,4160.52,East,India,Online,22.99,1472.38,UPI,Wholesale
08-02-2024,10:44:00,Muffins,Bakery,76,16.4,1246.4,South,Germany,Online,10.07,186.96,UPI,Retail Store
08-02-2024,06:50:00,Nuts,Snacks,2,83.5,167,East,India,Wholesaler,12.15,21.28,PayPal,Wholesale
08-02-2024,11:05:00,Chips,Snacks,14,101.75,1424.5,West,India,Wholesaler,24.74,381.92,PayPal,Online
11-03-2024,18:23:00,Milk,Dairy,49,22.77,1115.73,North,UK,Retailer,14.67,123.97,UPI,Online
08-02-2024,07:48:00,Bread,Bakery,58,144.81,8398.98,East,USA,Online,16.4,1654.16,Credit Card,Online
08-02-2024,19:27:00,Soft Drink,Beverages,30,43.04,1291.2,West,Germany,Retailer,27.47,347.7,Cash,Wholesale
11-02-2024,11:51:00,Cheese,Dairy,80,13.3,1064,South,UK,Retailer,16.92,184.8,Cash,Retail Store
08-02-2024,02:40:00,Protein Bars,Snacks,46,126.31,5810.26,South,USA,Wholesaler,13.67,2063.1,Debit Card,Wholesale
08-02-2024,00:19:00,Cookies,Bakery,97,32,3104,West,Germany,Wholesaler,11.62,1085.43,Debit Card,Wholesale
09-02-2024,05:43:00,Nuts,Snacks,19,85.67,1627.73,North,Germany,Wholesaler,8.41,414.58,UPI,Wholesale
09-02-2024,01:51:00,Popcorn,Snacks,65,74.93,4870.45,South,USA,Wholesaler,24.32,1000.35,Debit Card,Wholesale
09-02-2024,12:35:00,Tea,Beverages,78,133.03,10376.34,West,India,Wholesaler,19.81,3162.9,PayPal,Retail Store
09-02-2024,05:16:00,Milk,Dairy,65,43.4,2821,South,Australia,Retailer,16.11,397.8,PayPal,Offline
09-02-2024,13:32:00,Milk,Dairy,44,10.73,472.12,East,Australia,Retailer,5.05,140.8,Credit Card,Offline
09-02-2024,22:33:00,Cheese,Dairy,28,113.31,3172.68,East,Germany,Wholesaler,20.85,953.68,Credit Card,Online
09-02-2024,03:52:00,Cookies,Bakery,29,144.85,4200.65,North,Germany,Retailer,4.64,653.37,PayPal,Retail Store
09-02-2024,12:46:00,Milk,Dairy,28,128.35,3593.8,West,India,Online,16.75,708.12,Debit Card,Retail Store
09-02-2024,10:12:00,Tea,Beverages,89,99.4,8846.6,East,Canada,Retailer,5.13,904.24,UPI,Retail Store
09-02-2024,03:10:00,Butter,Dairy,33,55.27,1823.91,East,Canada,Online,19.41,228.36,PayPal,Retail Store
09-02-2024,03:08:00,Milk,Dairy,99,135.15,13379.85,North,Canada,Wholesaler,0.95,3375.9,PayPal,Retail Store
09-02-2024,17:01:00,Popcorn,Snacks,20,8.75,175,South,Canada,Retailer,7.61,31.4,Cash,Offline
17-02-2024,15:56:00,Butter,Dairy,91,10.65,969.15,North,UK,Wholesaler,10.88,131.95,Credit Card,Offline
10-02-2024,14:24:00,Juice,Beverages,98,92.1,9025.8,West,Australia,Retailer,0.54,2741.06,PayPal,Online
10-02-2024,12:00:00,Juice,Beverages,71,34.98,2483.58,South,Canada,Online,25.31,539.6,Credit Card,Online
02-03-2024,16:20:00,Butter,Dairy,29,30.14,874.06,North,UK,Retailer,14.88,294.35,Credit Card,Online
26-01-2024,15:43:00,Yogurt,Dairy,15,52.02,780.3,West,UK,Wholesaler,17.66,288.45,Debit Card,Online
10-02-2024,20:28:00,Nuts,Snacks,51,15.5,790.5,East,Germany,Retailer,21.33,166.77,Debit Card,Online
19-02-2024,21:07:00,Butter,Dairy,8,96.26,770.08,North,UK,Retailer,23.44,175.36,Credit Card,Retail Store
10-02-2024,01:59:00,Muffins,Bakery,68,33.85,2301.8,East,Australia,Retailer,19.89,386.24,UPI,Retail Store
10-02-2024,02:14:00,Chips,Snacks,33,31.84,1050.72,West,Australia,Wholesaler,26.96,187.44,Cash,Wholesale
26-01-2024,22:17:00,Butter,Dairy,11,55.21,607.31,South,UK,Wholesaler,25.83,174.02,Credit Card,Retail Store
11-02-2024,20:12:00,Popcorn,Snacks,39,88.6,3455.4,West,India,Online,22.59,934.44,UPI,Online
11-02-2024,01:52:00,Cakes,Bakery,17,145.36,2471.12,South,India,Retailer,14.59,897.43,Cash,Wholesale
11-02-2024,18:36:00,Cakes,Bakery,76,92.27,7012.52,East,India,Retailer,22.63,2053.52,UPI,Retail Store
11-02-2024,11:38:00,Popcorn,Snacks,53,81.59,4324.27,South,Canada,Retailer,27.11,857.01,Debit Card,Retail Store
11-02-2024,03:46:00,Muffins,Bakery,6,119.5,717,West,Germany,Wholesaler,22.76,174,Cash,Wholesale
11-02-2024,15:19:00,Milk,Dairy,40,87.99,3519.6,South,India,Wholesaler,1.96,742,PayPal,Retail Store
11-02-2024,05:34:00,Tea,Beverages,28,16.6,464.8,West,USA,Retailer,1.43,99.4,UPI,Offline
11-02-2024,23:25:00,Cakes,Bakery,13,110.09,1431.17,East,Canada,Online,25.88,441.87,PayPal,Wholesale
11-02-2024,16:25:00,Cheese,Dairy,63,23.83,1501.29,South,USA,Wholesaler,3.38,368.55,PayPal,Retail Store
11-02-2024,05:09:00,Protein Bars,Snacks,8,15.14,121.12,East,Canada,Retailer,24.01,19.36,Cash,Retail Store
11-02-2024,15:46:00,Popcorn,Snacks,65,68.66,4462.9,South,Canada,Wholesaler,27.14,539.5,UPI,Offline
06-02-2024,19:54:00,Milk,Dairy,23,25.32,582.36,South,UK,Wholesaler,24.13,120.75,UPI,Online
11-02-2024,01:25:00,Juice,Beverages,27,143.57,3876.39,West,Australia,Online,15.25,1112.13,Debit Card,Retail Store
11-02-2024,13:23:00,Chips,Snacks,14,78.22,1095.08,South,India,Online,1.03,132.86,Credit Card,Retail Store
11-02-2024,21:11:00,Cheese,Dairy,98,148.8,14582.4,East,Germany,Retailer,22.99,2097.2,PayPal,Wholesale
11-02-2024,14:52:00,Nuts,Snacks,50,59.68,2984,North,India,Retailer,21.15,1056,Debit Card,Wholesale
12-02-2024,01:58:00,Cheese,Dairy,8,127.3,1018.4,South,India,Wholesaler,23.41,204.8,PayPal,Retail Store
12-02-2024,04:01:00,Popcorn,Snacks,59,10.47,617.73,West,India,Retailer,14.18,246.03,UPI,Wholesale
12-02-2024,12:41:00,Chips,Snacks,52,45.78,2380.56,West,Australia,Retailer,23.89,250.12,Credit Card,Online
12-02-2024,04:56:00,Cakes,Bakery,15,13.68,205.2,West,USA,Retailer,25.38,53.7,Debit Card,Online
12-02-2024,14:26:00,Bread,Bakery,70,84.79,5935.3,East,Germany,Retailer,8.03,1132.6,UPI,Wholesale
13-02-2024,08:39:00,Nuts,Snacks,100,78.15,7815,South,Australia,Wholesaler,8.32,1814,UPI,Online
13-02-2024,03:11:00,Cookies,Bakery,37,7.2,266.4,South,Australia,Retailer,19.67,91.02,PayPal,Retail Store
13-02-2024,19:18:00,Coffee,Beverages,31,116.69,3617.39,North,India,Wholesaler,24.96,1369.58,Debit Card,Offline
13-02-2024,02:48:00,Cookies,Bakery,45,33.43,1504.35,West,Canada,Wholesaler,23.45,329.85,Cash,Offline
26-02-2024,23:52:00,Milk,Dairy,65,7.44,483.6,South,UK,Online,21.14,191.75,PayPal,Wholesale
13-02-2024,02:52:00,Cakes,Bakery,85,107.45,9133.25,East,Australia,Retailer,25.76,1582.7,UPI,Retail Store
10-02-2024,04:09:00,Yogurt,Dairy,22,17.14,377.08,East,UK,Retailer,1.03,94.82,Cash,Wholesale
14-02-2024,08:27:00,Milk,Dairy,33,115.93,3825.69,East,Germany,Retailer,11.25,587.4,Cash,Online
14-02-2024,16:41:00,Cakes,Bakery,7,20.88,146.16,South,USA,Wholesaler,28,19.11,Credit Card,Retail Store
14-02-2024,16:06:00,Milk,Dairy,11,97.93,1077.23,North,Canada,Online,1.85,198.88,Cash,Online
26-01-2024,06:11:00,Yogurt,Dairy,11,27.3,300.3,North,UK,Wholesaler,20.2,89.21,Cash,Online
14-02-2024,11:06:00,Chips,Snacks,29,102.87,2983.23,West,USA,Online,14.9,1136.22,PayPal,Offline
14-02-2024,16:48:00,Muffins,Bakery,36,103.64,3731.04,West,USA,Online,12.06,1384.92,Credit Card,Offline
14-02-2024,22:29:00,Tea,Beverages,56,116.71,6535.76,North,Canada,Online,2.23,823.76,Cash,Wholesale
14-02-2024,12:35:00,Tea,Beverages,19,21.8,414.2,East,India,Online,23.03,67.83,Debit Card,Wholesale
14-02-2024,18:07:00,Tea,Beverages,61,106.95,6523.95,North,Germany,Online,24.49,1643.34,Credit Card,Online
14-02-2024,20:15:00,Cheese,Dairy,69,119.9,8273.1,North,Canada,Retailer,22.67,1989.96,Debit Card,Online
14-02-2024,05:33:00,Protein Bars,Snacks,80,26.78,2142.4,West,Australia,Retailer,25.52,660.8,Debit Card,Online
14-02-2024,00:30:00,Milk,Dairy,100,27.29,2729,West,USA,Wholesaler,24.3,919,PayPal,Online
14-02-2024,16:18:00,Butter,Dairy,5,143.52,717.6,North,India,Wholesaler,26.82,152.85,Debit Card,Offline
14-02-2024,18:47:00,Cheese,Dairy,45,108.02,4860.9,East,Germany,Wholesaler,6.19,1121.4,Credit Card,Offline
14-02-2024,12:40:00,Yogurt,Dairy,5,123.87,619.35,South,India,Retailer,14.63,212.25,Credit Card,Offline
14-02-2024,20:54:00,Juice,Beverages,1,43.51,43.51,East,Germany,Retailer,25.66,15.83,Credit Card,Retail Store
14-02-2024,02:54:00,Coffee,Beverages,38,117.51,4465.38,South,India,Retailer,13.57,696.16,Debit Card,Offline
14-02-2024,07:07:00,Coffee,Beverages,100,40.97,4097,West,Germany,Wholesaler,21.07,418,PayPal,Online
14-02-2024,20:19:00,Cakes,Bakery,26,66.85,1738.1,South,Canada,Retailer,5.16,553.54,Debit Card,Wholesale
14-02-2024,03:05:00,Nuts,Snacks,90,36.22,3259.8,East,India,Wholesaler,5.29,955.8,UPI,Offline
15-02-2024,20:32:00,Muffins,Bakery,98,41.26,4043.48,West,India,Online,21.5,1026.06,Credit Card,Offline
19-02-2024,15:22:00,Butter,Dairy,22,12.22,268.84,West,UK,Retailer,13.24,95.92,Cash,Retail Store
15-02-2024,09:36:00,Milk,Dairy,50,136.71,6835.5,South,Germany,Wholesaler,4.46,1161.5,Debit Card,Offline
15-02-2024,06:00:00,Coffee,Beverages,98,98.07,9610.86,West,Canada,Wholesaler,11.21,2619.54,Credit Card,Online
15-02-2024,06:49:00,Protein Bars,Snacks,100,64.25,6425,West,Germany,Online,17.2,2048,PayPal,Wholesale
15-02-2024,02:44:00,Cookies,Bakery,45,138.83,6247.35,East,Canada,Online,19.14,1413,Debit Card,Online
05-02-2024,00:55:00,Yogurt,Dairy,16,11.22,179.52,South,UK,Retailer,17.52,68.96,Debit Card,Online
16-02-2024,07:08:00,Popcorn,Snacks,96,46.59,4472.64,West,Canada,Retailer,6.56,1149.12,Cash,Retail Store
16-02-2024,07:06:00,Bread,Bakery,31,72.52,2248.12,East,Australia,Online,19.33,512.74,PayPal,Offline
16-02-2024,08:37:00,Soft Drink,Beverages,15,9.17,137.55,South,Canada,Retailer,19.17,29.85,Credit Card,Online
25-01-2024,06:29:00,Butter,Dairy,2,59.41,118.82,South,UK,Wholesaler,20.45,34.06,Cash,Offline
16-02-2024,03:27:00,Yogurt,Dairy,90,90.53,8147.7,South,Canada,Retailer,6.58,2747.7,Credit Card,Retail Store
16-02-2024,11:52:00,Coffee,Beverages,29,110.4,3201.6,East,Canada,Retailer,13.07,1216.26,Debit Card,Online
31-01-2024,18:20:00,Coffee,Beverages,97,98.81,9584.57,North,UK,Wholesaler,13.75,2403.66,PayPal,Offline
16-02-2024,00:22:00,Protein Bars,Snacks,11,94.85,1043.35,East,Australia,Online,8.05,339.02,Debit Card,Wholesale
30-01-2024,14:05:00,Soft Drink,Beverages,73,127.27,9290.71,East,UK,Retailer,25.38,3066,Credit Card,Online
17-02-2024,13:56:00,Chips,Snacks,61,116.32,7095.52,North,Australia,Retailer,13.6,2479.65,Credit Card,Retail Store
17-02-2024,05:16:00,Muffins,Bakery,55,27.42,1508.1,South,Germany,Wholesaler,2.41,222.2,Credit Card,Offline
17-02-2024,13:08:00,Cakes,Bakery,81,86.14,6977.34,East,Canada,Retailer,9.49,2355.48,UPI,Online
17-02-2024,15:19:00,Muffins,Bakery,64,22.22,1422.08,South,Australia,Online,11.87,337.92,Cash,Wholesale
17-02-2024,17:14:00,Protein Bars,Snacks,15,68.48,1027.2,South,Germany,Wholesaler,8.26,216.6,PayPal,Online
17-02-2024,09:56:00,Coffee,Beverages,40,43.69,1747.6,North,Canada,Online,15.82,216.4,Credit Card,Retail Store
17-02-2024,00:11:00,Tea,Beverages,41,14.85,608.85,South,Australia,Retailer,17.78,90.2,Credit Card,Retail Store
17-02-2024,13:46:00,Tea,Beverages,42,40.14,1685.88,West,Australia,Retailer,14.77,572.04,UPI,Offline
17-02-2024,02:56:00,Milk,Dairy,28,134.39,3762.92,South,India,Online,19.61,1336.72,PayPal,Offline
17-02-2024,06:17:00,Coffee,Beverages,62,105.64,6549.68,North,Canada,Online,1.55,931.86,PayPal,Retail Store
01-03-2024,09:27:00,Juice,Beverages,67,137.72,9227.24,East,UK,Online,16.22,1038.5,PayPal,Online
17-02-2024,12:49:00,Muffins,Bakery,67,16.8,1125.6,West,Canada,Online,28.99,243.21,PayPal,Retail Store
17-02-2024,09:20:00,Protein Bars,Snacks,56,32.9,1842.4,South,Germany,Wholesaler,10.25,377.44,PayPal,Wholesale
26-01-2024,02:39:00,Juice,Beverages,89,98.43,8760.27,North,UK,Online,16.14,2227.67,UPI,Wholesale
21-01-2024,08:18:00,Tea,Beverages,88,97.04,8539.52,East,UK,Wholesaler,20.11,2522.96,Cash,Retail Store
18-02-2024,03:37:00,Muffins,Bakery,87,8,696,South,Canada,Online,19.42,81.78,UPI,Offline
23-02-2024,10:02:00,Tea,Beverages,92,90.05,8284.6,West,UK,Wholesaler,2.32,2682.72,Cash,Retail Store
18-02-2024,10:04:00,Nuts,Snacks,1,52.47,52.47,East,Canada,Retailer,14.16,8.3,Debit Card,Offline
18-02-2024,06:59:00,Cookies,Bakery,22,96.28,2118.16,West,Australia,Online,22.87,562.1,Credit Card,Offline
18-02-2024,06:22:00,Protein Bars,Snacks,35,36.59,1280.65,North,Canada,Online,8.03,377.3,UPI,Online
18-02-2024,12:16:00,Milk,Dairy,26,12.98,337.48,West,Canada,Online,8.92,43.42,Debit Card,Wholesale
02-02-2024,06:27:00,Coffee,Beverages,92,82.17,7559.64,North,UK,Online,17.9,1650.48,Cash,Retail Store
19-02-2024,03:16:00,Cheese,Dairy,69,50.46,3481.74,South,Australia,Online,24.08,378.81,UPI,Online
26-03-2024,12:53:00,Tea,Beverages,80,94.33,7546.4,East,UK,Wholesaler,22,1148,Credit Card,Online
31-01-2024,11:30:00,Tea,Beverages,100,75.21,7521,West,UK,Online,28.05,1069,Credit Card,Wholesale
19-02-2024,07:53:00,Protein Bars,Snacks,37,62.86,2325.82,South,Canada,Retailer,19.94,520.22,PayPal,Online
19-02-2024,14:24:00,Muffins,Bakery,22,72.51,1595.22,East,USA,Retailer,22.44,485.98,Debit Card,Offline
22-02-2024,11:37:00,Coffee,Beverages,69,102.28,7057.32,East,UK,Wholesaler,27.75,2784.84,UPI,Wholesale
19-02-2024,18:54:00,Coffee,Beverages,51,149.18,7608.18,North,USA,Online,1.45,2802.96,Credit Card,Wholesale
20-02-2024,13:35:00,Cheese,Dairy,72,52.62,3788.64,West,Germany,Retailer,24.62,1029.6,Credit Card,Offline
20-02-2024,06:18:00,Muffins,Bakery,25,105.14,2628.5,East,USA,Wholesaler,10.28,804,UPI,Wholesale
20-02-2024,19:32:00,Yogurt,Dairy,11,97.3,1070.3,East,Canada,Retailer,19.27,136.07,PayPal,Online
20-02-2024,14:37:00,Nuts,Snacks,60,103.13,6187.8,East,USA,Wholesaler,28.52,1848.6,UPI,Offline
20-02-2024,21:53:00,Coffee,Beverages,90,60.66,5459.4,South,Australia,Wholesaler,22.77,2041.2,Debit Card,Offline
20-02-2024,09:40:00,Nuts,Snacks,53,39.77,2107.81,South,Canada,Wholesaler,2.84,651.37,UPI,Online
16-02-2024,03:22:00,Juice,Beverages,50,135.13,6756.5,North,UK,Online,2.74,880.5,Credit Card,Retail Store
20-02-2024,13:21:00,Milk,Dairy,83,72.21,5993.43,North,Canada,Online,26.07,1367.84,Debit Card,Retail Store
20-02-2024,12:55:00,Popcorn,Snacks,100,96.64,9664,North,USA,Wholesaler,29.88,2299,UPI,Offline
20-02-2024,16:13:00,Popcorn,Snacks,52,72.18,3753.36,North,Canada,Wholesaler,14.5,1345.76,Credit Card,Wholesale
20-02-2024,16:56:00,Tea,Beverages,1,120.22,120.22,West,Canada,Retailer,16.02,40.44,Debit Card,Wholesale
20-02-2024,18:57:00,Juice,Beverages,60,92.08,5524.8,North,India,Retailer,26.91,896.4,Credit Card,Offline
20-02-2024,05:39:00,Muffins,Bakery,98,108.1,10593.8,North,USA,Retailer,26.93,2476.46,Debit Card,Offline
20-02-2024,03:06:00,Bread,Bakery,58,50.35,2920.3,South,Germany,Online,19.39,454.14,PayPal,Wholesale
20-02-2024,09:36:00,Milk,Dairy,77,81.99,6313.23,East,Germany,Retailer,6.99,816.97,PayPal,Wholesale
21-02-2024,12:07:00,Milk,Dairy,82,134.52,11030.64,South,Australia,Wholesaler,7.86,3514.52,Cash,Online
21-02-2024,23:16:00,Muffins,Bakery,48,140.85,6760.8,East,Canada,Online,6.66,1968.96,Cash,Retail Store
21-02-2024,13:55:00,Muffins,Bakery,11,90.74,998.14,South,USA,Online,27.74,212.63,Debit Card,Offline
21-02-2024,17:22:00,Yogurt,Dairy,19,107.41,2040.79,North,Germany,Online,22.43,395.77,Cash,Wholesale
11-01-2024,01:28:00,Juice,Beverages,69,96.08,6629.52,West,UK,Wholesaler,3.65,2367.39,Cash,Online
21-02-2024,06:36:00,Tea,Beverages,4,118.85,475.4,South,USA,Retailer,1.61,102.68,PayPal,Offline
22-02-2024,14:16:00,Nuts,Snacks,31,23.96,742.76,South,Germany,Wholesaler,13.84,194.06,Debit Card,Offline
22-02-2024,04:18:00,Cookies,Bakery,60,16.76,1005.6,North,India,Wholesaler,1.06,264,PayPal,Online
22-02-2024,05:25:00,Milk,Dairy,90,101.33,9119.7,East,Australia,Online,25.2,3568.5,Credit Card,Wholesale
22-02-2024,17:14:00,Chips,Snacks,57,39.87,2272.59,North,USA,Wholesaler,27.95,255.93,Debit Card,Online
22-02-2024,08:04:00,Cakes,Bakery,47,148.61,6984.67,West,USA,Retailer,1.83,2588.76,Cash,Wholesale
04-02-2024,17:04:00,Tea,Beverages,85,76.91,6537.35,West,UK,Wholesaler,23.05,1423.75,PayPal,Online
22-02-2024,12:18:00,Muffins,Bakery,92,118.52,10903.84,South,Australia,Online,23.79,1196.92,Cash,Retail Store
22-02-2024,04:58:00,Juice,Beverages,64,39.68,2539.52,North,Australia,Online,3.72,400,UPI,Retail Store
22-02-2024,08:15:00,Juice,Beverages,36,86.94,3129.84,West,Canada,Online,28.2,510.12,Credit Card,Retail Store
22-02-2024,18:09:00,Muffins,Bakery,79,113.92,8999.68,East,Germany,Wholesaler,20.38,2761.05,Debit Card,Offline
22-02-2024,10:55:00,Butter,Dairy,9,46.01,414.09,East,Germany,Wholesaler,15.02,158.04,UPI,Wholesale
23-02-2024,17:31:00,Chips,Snacks,30,15.46,463.8,South,Germany,Online,1.53,104.1,Credit Card,Online
23-02-2024,02:24:00,Nuts,Snacks,13,86.43,1123.59,South,Canada,Online,0.36,376.22,UPI,Retail Store
23-02-2024,18:05:00,Popcorn,Snacks,51,82.12,4188.12,North,Australia,Online,20.11,1483.59,Cash,Retail Store
23-02-2024,08:55:00,Yogurt,Dairy,34,50.69,1723.46,East,Canada,Online,13.5,332.18,Credit Card,Offline
23-02-2024,07:13:00,Muffins,Bakery,56,19.34,1083.04,East,Australia,Wholesaler,29.23,135.52,Cash,Retail Store
17-03-2024,02:11:00,Tea,Beverages,53,122.54,6494.62,West,UK,Retailer,26.68,1821.61,UPI,Retail Store
07-02-2024,00:35:00,Soft Drink,Beverages,58,110.89,6431.62,East,UK,Retailer,13.88,2286.36,Credit Card,Online
23-02-2024,21:24:00,Coffee,Beverages,52,6.85,356.2,West,Australia,Wholesaler,17.31,58.76,Credit Card,Retail Store
23-02-2024,19:56:00,Protein Bars,Snacks,25,38.51,962.75,North,Australia,Online,15.06,365.75,Credit Card,Wholesale
23-02-2024,02:53:00,Cookies,Bakery,48,108.34,5200.32,East,Australia,Online,18.52,1540.8,Credit Card,Wholesale
23-02-2024,14:26:00,Bread,Bakery,29,107.74,3124.46,South,Canada,Wholesaler,15.44,1237.43,Cash,Online
23-02-2024,00:14:00,Cakes,Bakery,22,36.69,807.18,North,Germany,Wholesaler,20.42,281.6,Debit Card,Wholesale
23-02-2024,12:17:00,Cookies,Bakery,76,14.53,1104.28,South,India,Retailer,8.94,287.28,PayPal,Online
23-02-2024,16:25:00,Coffee,Beverages,2,128.2,256.4,North,India,Online,4.37,93.56,UPI,Offline
23-02-2024,14:08:00,Bread,Bakery,57,103.94,5924.58,East,Germany,Retailer,23.13,2026.35,UPI,Wholesale
04-02-2024,21:05:00,Juice,Beverages,62,100.48,6229.76,South,UK,Retailer,22.32,1936.26,PayPal,Online
26-01-2024,05:56:00,Tea,Beverages,63,87.63,5520.69,East,UK,Online,23.71,683.55,Cash,Offline
23-02-2024,04:57:00,Popcorn,Snacks,62,112.8,6993.6,East,Germany,Wholesaler,26.76,1558.68,Cash,Retail Store
23-02-2024,17:24:00,Butter,Dairy,9,116.2,1045.8,North,USA,Online,7.47,412.2,Credit Card,Retail Store
24-02-2024,07:00:00,Juice,Beverages,60,46.42,2785.2,East,Australia,Retailer,19.77,762.6,Cash,Retail Store
24-02-2024,05:13:00,Coffee,Beverages,98,58.54,5736.92,East,Australia,Wholesaler,8.89,1597.4,Cash,Retail Store
27-03-2024,20:47:00,Tea,Beverages,43,102.48,4406.64,North,UK,Wholesaler,29.97,1072.42,Debit Card,Wholesale
26-01-2024,20:16:00,Soft Drink,Beverages,36,119.25,4293,South,UK,Wholesaler,2.89,1220.76,Credit Card,Wholesale
24-02-2024,19:00:00,Chips,Snacks,89,86.11,7663.79,North,India,Wholesaler,7.68,1432.9,Debit Card,Retail Store
24-02-2024,13:17:00,Soft Drink,Beverages,16,43.17,690.72,West,Germany,Online,3.09,118.72,Cash,Offline
09-02-2024,13:14:00,Juice,Beverages,32,99.77,3192.64,West,UK,Retailer,15.83,489.92,UPI,Online
25-02-2024,19:41:00,Milk,Dairy,91,145.22,13215.02,North,India,Wholesaler,22.94,1700.79,Cash,Offline
31-01-2024,01:22:00,Coffee,Beverages,36,80.66,2903.76,South,UK,Retailer,7,357.12,PayPal,Online
15-01-2024,09:57:00,Tea,Beverages,68,41.59,2828.12,East,UK,Wholesaler,17,817.36,Debit Card,Retail Store
25-02-2024,08:22:00,Cheese,Dairy,79,147.15,11624.85,South,Australia,Wholesaler,14.83,3927.09,Credit Card,Online
25-02-2024,12:09:00,Cookies,Bakery,18,113.21,2037.78,South,Australia,Wholesaler,7.47,439.38,PayPal,Retail Store
26-01-2024,11:59:00,Coffee,Beverages,21,128.19,2691.99,South,UK,Retailer,3.75,730.17,Debit Card,Retail Store
26-02-2024,00:54:00,Milk,Dairy,9,39.33,353.97,North,India,Online,13.69,36.9,PayPal,Wholesale
26-02-2024,17:56:00,Cookies,Bakery,94,87.19,8195.86,West,Canada,Online,1.2,1815.14,UPI,Offline
23-02-2024,20:10:00,Soft Drink,Beverages,58,43.27,2509.66,North,UK,Retailer,21.79,273.18,PayPal,Offline
26-02-2024,16:41:00,Coffee,Beverages,23,114.79,2640.17,East,Germany,Retailer,12.39,761.99,Cash,Online
26-02-2024,04:44:00,Milk,Dairy,61,64.34,3924.74,North,India,Online,14.6,1080.31,PayPal,Offline
26-02-2024,21:37:00,Cakes,Bakery,57,41.89,2387.73,North,Australia,Retailer,19.33,695.97,Cash,Offline
26-02-2024,18:32:00,Cheese,Dairy,72,9.23,664.56,North,Australia,Online,14.55,165.6,Debit Card,Offline
26-02-2024,17:59:00,Bread,Bakery,8,8.09,64.72,North,Australia,Online,8.75,21.6,Debit Card,Retail Store
06-01-2024,11:23:00,Coffee,Beverages,38,58.2,2211.6,East,UK,Retailer,5.67,636.5,UPI,Retail Store
27-02-2024,18:48:00,Juice,Beverages,77,140.72,10835.44,West,India,Retailer,12.84,1673.98,Debit Card,Wholesale
27-02-2024,20:16:00,Popcorn,Snacks,76,48.69,3700.44,South,India,Wholesaler,6.99,657.4,UPI,Wholesale
27-02-2024,14:34:00,Milk,Dairy,65,56.43,3667.95,South,Australia,Online,17.86,432.9,Debit Card,Wholesale
27-02-2024,05:57:00,Bread,Bakery,13,94.81,1232.53,North,Canada,Online,9.03,240.63,Credit Card,Offline
27-02-2024,05:03:00,Soft Drink,Beverages,27,98,2646,North,Germany,Wholesaler,28.15,578.34,PayPal,Online
27-02-2024,09:38:00,Tea,Beverages,75,54.74,4105.5,South,USA,Online,8.92,1173.75,Debit Card,Retail Store
27-02-2024,23:47:00,Coffee,Beverages,12,92.29,1107.48,North,India,Wholesaler,7.45,312.6,PayPal,Retail Store
27-02-2024,14:34:00,Juice,Beverages,73,105.48,7700.04,West,Australia,Wholesaler,5.25,1424.23,Credit Card,Offline
27-02-2024,13:46:00,Bread,Bakery,89,50.83,4523.87,West,Australia,Online,27.76,1188.15,Debit Card,Offline
27-02-2024,12:37:00,Yogurt,Dairy,7,74.8,523.6,North,Canada,Wholesaler,1.77,195.51,Credit Card,Wholesale
27-02-2024,19:29:00,Butter,Dairy,33,117.32,3871.56,West,Australia,Retailer,28.21,687.72,Debit Card,Offline
28-02-2024,04:06:00,Butter,Dairy,46,68.57,3154.22,West,USA,Retailer,18.45,486.22,Cash,Online
28-02-2024,20:27:00,Cakes,Bakery,83,68.28,5667.24,East,USA,Online,25.57,2200.33,Cash,Online
28-02-2024,23:55:00,Nuts,Snacks,6,64.62,387.72,North,Canada,Retailer,4.19,115.56,UPI,Retail Store
28-02-2024,03:08:00,Cheese,Dairy,62,112.63,6983.06,South,Canada,Online,20.25,2658.56,PayPal,Offline
28-02-2024,23:52:00,Chips,Snacks,37,33.28,1231.36,South,Germany,Wholesaler,21.13,387.39,Cash,Retail Store
28-02-2024,15:42:00,Cookies,Bakery,1,69.78,69.78,East,USA,Retailer,16.73,8.16,PayPal,Offline
28-02-2024,23:23:00,Juice,Beverages,68,71.36,4852.48,South,USA,Online,25.63,1713.6,Credit Card,Wholesale
28-02-2024,21:15:00,Milk,Dairy,19,67.93,1290.67,West,India,Online,9.75,441.94,PayPal,Offline
